-3.3845e+06,4.2189e+06,10.542,2008,75
-3.3668e+06,4.2395e+06,15.729,2008,97
-3.3753e+06,4.2309e+06,0.837,2008,78
-3.3722e+06,4.2638e+06,10.279,2008,98
-3.3639e+06,4.2943e+06,13.264,2008,103
-3.3752e+06,4.2308e+06,1.194,2008,78
-3.3749e+06,4.2321e+06,1.957,2008,89
-3.3758e+06,4.231e+06,2.059,2008,78
-3.3774e+06,4.2242e+06,12.376,2008,77
-3.3681e+06,4.265e+06,10.561,2008,98
-3.3653e+06,4.263e+06,13.666,2008,98
-3.375e+06,4.2721e+06,13.367,2008,98
-3.3778e+06,4.2155e+06,9.41,2008,74
-3.3812e+06,4.2512e+06,7.623,2008,81
-3.3759e+06,4.2693e+06,9.004,2008,82
-3.3753e+06,4.2745e+06,10.175,2008,82
-3.3847e+06,4.2206e+06,15.583,2008,75
-3.3745e+06,4.2075e+06,16.386,2008,84
-3.3747e+06,4.209e+06,14.335,2008,84
-3.3745e+06,4.2076e+06,16.537,2008,84
-3.3745e+06,4.2075e+06,16.569,2008,84
-3.3874e+06,4.2754e+06,6.942,2008,83
-3.3745e+06,4.2076e+06,16.467,2008,84
-3.387e+06,4.2755e+06,1.039,2008,83
-3.3573e+06,4.2183e+06,13.673,2008,87
-3.3839e+06,4.2214e+06,14.848,2008,77
-3.3735e+06,4.2339e+06,6.292,2008,89
-3.3735e+06,4.234e+06,6.213,2008,89
-3.3619e+06,4.2644e+06,13.403,2008,98
-3.3745e+06,4.2076e+06,16.723,2008,84
-3.3745e+06,4.2075e+06,16.711,2008,84
-3.3742e+06,4.165e+06,10.481,2008,52
-3.3744e+06,4.2075e+06,16.753,2008,84
-3.3833e+06,4.1578e+06,8.213,2008,24
-3.3502e+06,4.1789e+06,13.103,2008,61
-3.3656e+06,4.189e+06,16.03,2008,58
-3.3466e+06,4.2645e+06,14.602,2008,100
-3.3806e+06,4.2118e+06,16.38,2008,74
-3.3821e+06,4.225e+06,16.129,2008,77
-3.3665e+06,4.2157e+06,16.426,2008,85
-3.3821e+06,4.2251e+06,16.622,2008,77
-3.3951e+06,4.212e+06,1.533,2008,69
-3.3762e+06,4.1517e+06,13.05,2008,23
-3.3768e+06,4.157e+06,6.023,2008,24
-3.3855e+06,4.2299e+06,16.202,2008,76
-3.3678e+06,4.1992e+06,15.345,2008,57
-3.375e+06,4.2697e+06,11.627,2008,98
-3.3809e+06,4.2502e+06,9.23,2008,81
-3.3672e+06,4.246e+06,0.68,2008,97
-3.3638e+06,4.1928e+06,16.444,2008,59
-3.3846e+06,4.2248e+06,19.082,2008,75
-3.4006e+06,4.2755e+06,7.856,2008,83
-3.3936e+06,4.2274e+06,10.758,2008,75
-3.3986e+06,4.2728e+06,2.496,2008,80
-3.3737e+06,4.2714e+06,10.806,2008,98
-3.3823e+06,4.2476e+06,7.664,2008,81
-3.3795e+06,4.2401e+06,15.001,2008,81
-3.3986e+06,4.2727e+06,2.434,2008,80
-3.4006e+06,4.2752e+06,7.731,2008,83
-3.382e+06,4.2343e+06,15.917,2008,78
-3.3736e+06,4.2714e+06,10.861,2008,98
-3.4005e+06,4.2765e+06,8.857,2008,83
-3.4001e+06,4.2747e+06,6.656,2008,80
-3.3988e+06,4.2729e+06,3.254,2008,80
-3.3991e+06,4.2731e+06,3.801,2008,80
-3.3986e+06,4.2725e+06,2.669,2008,80
-3.3987e+06,4.2728e+06,2.911,2008,80
-3.376e+06,4.1517e+06,13.781,2008,23
-3.4004e+06,4.2751e+06,7.66,2008,83
-3.3763e+06,4.2352e+06,3.673,2008,78
-3.379e+06,4.2298e+06,17.848,2008,78
-3.3918e+06,4.2724e+06,1.278,2008,82
-3.3819e+06,4.2125e+06,19.152,2008,74
-3.4007e+06,4.2753e+06,7.782,2008,83
-3.399e+06,4.2727e+06,3.134,2008,80
-3.3988e+06,4.2724e+06,2.559,2008,80
-3.3988e+06,4.2725e+06,2.39,2008,80
-3.3988e+06,4.2726e+06,2.722,2008,80
-3.399e+06,4.2725e+06,3.178,2008,80
-3.3991e+06,4.2727e+06,3.564,2008,80
-3.3951e+06,4.2765e+06,2.981,2008,83
-3.3977e+06,4.2727e+06,0.447,2008,80
-3.3993e+06,4.2732e+06,4.185,2008,80
-3.3667e+06,4.2043e+06,16.741,2008,84
-3.3668e+06,4.2043e+06,16.733,2008,84
-3.3988e+06,4.2728e+06,2.913,2008,80
-3.3989e+06,4.273e+06,3.407,2008,80
-3.399e+06,4.2724e+06,2.804,2008,80
-3.3791e+06,4.2391e+06,4.557,2008,81
-3.3797e+06,4.1669e+06,7.009,2008,29
-3.3801e+06,4.213e+06,18.142,2008,74
-3.37e+06,4.229e+06,16.667,2008,89
-3.3927e+06,4.2273e+06,15.877,2008,75
-3.3985e+06,4.2724e+06,0.997,2008,80
-3.3688e+06,4.226e+06,9.8,2008,88
-3.3747e+06,4.1498e+06,2.921,2008,46
-3.3991e+06,4.2727e+06,3.067,2008,80
-3.37e+06,4.2289e+06,16.653,2008,89
-3.3699e+06,4.2289e+06,16.587,2008,89
-3.399e+06,4.2727e+06,2.872,2008,80
-3.3983e+06,4.2721e+06,0.674,2008,80
-3.3698e+06,4.229e+06,17.048,2008,89
-3.3862e+06,4.2307e+06,17.325,2008,76
-3.4007e+06,4.2756e+06,7.791,2008,83
-3.3985e+06,4.2724e+06,2.808,2008,80
-3.3985e+06,4.2726e+06,1.945,2008,80
-3.3996e+06,4.2741e+06,5.191,2008,80
-3.3993e+06,4.2734e+06,4.199,2008,80
-3.3986e+06,4.2727e+06,1.962,2008,80
-3.3991e+06,4.273e+06,4.109,2008,80
-3.3847e+06,4.2223e+06,15.08,2008,75
-3.3618e+06,4.1768e+06,13.107,2008,55
-3.3989e+06,4.2725e+06,2.404,2008,80
-3.3563e+06,4.2367e+06,15.561,2008,91
-3.3539e+06,4.1691e+06,11.367,2008,60
-3.368e+06,4.1964e+06,15.158,2008,57
-3.3765e+06,4.2214e+06,19.947,2008,77
-3.3766e+06,4.2223e+06,22.26,2008,77
-3.3994e+06,4.2731e+06,4.115,2008,80
-3.3984e+06,4.2727e+06,2.569,2008,80
-3.3981e+06,4.2719e+06,2.239,2008,80
-3.378e+06,4.1587e+06,4.581,2008,24
-3.3998e+06,4.2735e+06,5.276,2008,80
-3.3773e+06,4.1574e+06,3.887,2008,24
-3.3776e+06,4.2444e+06,4.405,2008,81
-3.3989e+06,4.2723e+06,2.944,2008,80
-3.379e+06,4.1667e+06,6.797,2008,29
-3.3859e+06,4.233e+06,1.211,2008,76
-3.3743e+06,4.2073e+06,15.82,2008,84
-3.3743e+06,4.2073e+06,15.753,2008,84
-3.3855e+06,4.22e+06,17.143,2008,75
-3.3992e+06,4.2726e+06,3.24,2008,80
-3.3589e+06,4.1767e+06,13.857,2008,55
-3.3739e+06,4.2404e+06,7.592,2008,97
-3.3839e+06,4.244e+06,11.073,2008,81
-3.3801e+06,4.2241e+06,19.712,2008,77
-3.3869e+06,4.2354e+06,16.029,2008,76
-3.3757e+06,4.268e+06,8.686,2008,82
-3.3846e+06,4.2221e+06,17.667,2008,75
-3.3697e+06,4.2655e+06,11.502,2008,98
-3.3362e+06,4.1698e+06,17.758,2008,66
-3.3722e+06,4.1647e+06,6.059,2008,52
-3.3825e+06,4.2262e+06,15.636,2008,77
-3.3751e+06,4.2708e+06,10.196,2008,82
-3.3862e+06,4.2189e+06,17.029,2008,75
-3.3801e+06,4.2241e+06,19.522,2008,77
-3.3715e+06,4.275e+06,14.26,2008,98
-3.3567e+06,4.2159e+06,20.614,2008,87
-3.376e+06,4.1643e+06,4.209,2008,29
-3.3867e+06,4.2349e+06,13.747,2008,76
-3.3585e+06,4.1765e+06,16.192,2008,55
-3.3681e+06,4.264e+06,9.44,2009,98
-3.3707e+06,4.2752e+06,14.417,2009,103
-3.384e+06,4.273e+06,2.336,2009,82
-3.373e+06,4.2802e+06,14.669,2009,103
-3.3972e+06,4.2434e+06,15.948,2009,79
-3.3828e+06,4.2268e+06,16.979,2009,77
-3.3474e+06,4.2599e+06,12.049,2009,100
-3.3745e+06,4.2183e+06,14.383,2009,85
-3.3724e+06,4.2688e+06,2.319,2009,98
-3.3842e+06,4.2162e+06,9.69,2009,74
-3.3876e+06,4.1869e+06,12.675,2009,31
-3.3959e+06,4.2072e+06,8.337,2009,69
-3.3645e+06,4.2001e+06,16.678,2009,86
-3.3645e+06,4.1723e+06,10.614,2009,55
-3.3765e+06,4.2161e+06,20.347,2009,74
-3.3853e+06,4.1734e+06,8.653,2009,28
-3.3744e+06,4.2739e+06,13.184,2009,98
-3.3873e+06,4.2377e+06,13.022,2009,81
-3.3498e+06,4.2641e+06,12.261,2009,100
-3.4001e+06,4.2739e+06,5.584,2009,80
-3.3723e+06,4.2362e+06,19.847,2009,89
-3.3686e+06,4.27e+06,5.156,2009,98
-3.3677e+06,4.2663e+06,11.107,2009,98
-3.3706e+06,4.2689e+06,5.891,2009,98
-3.3672e+06,4.27e+06,4.121,2009,98
-3.3886e+06,4.2594e+06,8.591,2009,82
-3.3712e+06,4.1904e+06,28.033,2009,56
-3.3836e+06,4.1581e+06,7.329,2009,24
-3.3715e+06,4.2754e+06,14.751,2009,103
-3.3712e+06,4.2755e+06,15.149,2009,103
-3.3692e+06,4.2636e+06,11.381,2009,98
-3.38e+06,4.2675e+06,11.731,2009,82
-3.3774e+06,4.218e+06,14.461,2009,74
-3.3801e+06,4.2689e+06,6.513,2009,82
-3.3538e+06,4.2574e+06,11.02,2009,100
-3.3968e+06,4.2126e+06,10.76,2009,69
-3.3418e+06,4.2198e+06,23.941,2009,96
-3.3927e+06,4.2209e+06,12.187,2009,75
-3.3846e+06,4.219e+06,15.136,2009,75
-3.3775e+06,4.2154e+06,19.992,2009,74
-3.367e+06,4.2332e+06,27.164,2009,89
-3.3805e+06,4.268e+06,12.42,2009,82
-3.3812e+06,4.227e+06,13.785,2009,77
-3.3854e+06,4.2408e+06,16.252,2009,81
-3.3876e+06,4.2397e+06,10.686,2009,81
-3.3707e+06,4.2334e+06,14.538,2009,89
-3.3778e+06,4.2435e+06,6.123,2009,81
-3.3618e+06,4.2538e+06,11.232,2009,97
-3.353e+06,4.2668e+06,14.789,2009,100
-3.3791e+06,4.1632e+06,3.679,2009,29
-3.365e+06,4.1864e+06,14.684,2009,58
-3.3658e+06,4.2681e+06,9.364,2009,98
-3.3828e+06,4.2169e+06,12.604,2009,74
-3.3714e+06,4.1766e+06,9.186,2009,53
-3.3852e+06,4.2541e+06,9.943,2009,81
-3.3683e+06,4.1985e+06,11.438,2009,57
-3.3692e+06,4.1756e+06,7.074,2009,53
-3.378e+06,4.2686e+06,1.022,2009,82
-3.3735e+06,4.2334e+06,5.756,2009,89
-3.3852e+06,4.2541e+06,9.923,2009,81
-3.3616e+06,4.175e+06,12.009,2009,55
-3.3877e+06,4.2387e+06,12.509,2009,81
-3.3656e+06,4.269e+06,10.399,2009,98
-3.3733e+06,4.2113e+06,6.213,2009,85
-3.3749e+06,4.2309e+06,1.937,2009,89
-3.3868e+06,4.2342e+06,10.604,2009,76
-3.3738e+06,4.239e+06,3.923,2009,97
-3.3738e+06,4.239e+06,3.965,2009,97
-3.3925e+06,4.1388e+06,4.206,2009,18
-3.3743e+06,4.2719e+06,13.241,2009,98
-3.3842e+06,4.2162e+06,12.73,2009,74
-3.3808e+06,4.1643e+06,5.868,2009,29
-3.3608e+06,4.2622e+06,12.614,2009,98
-3.371e+06,4.1574e+06,0.533,2009,47
-3.3854e+06,4.2373e+06,7.293,2009,76
-3.4021e+06,4.2469e+06,2.343,2009,79
-3.3723e+06,4.2486e+06,4.012,2009,97
-3.3612e+06,4.1755e+06,11.035,2009,55
-3.3924e+06,4.1384e+06,4.35,2009,18
-3.3782e+06,4.1596e+06,7.332,2009,24
-3.3842e+06,4.217e+06,11.744,2009,74
-3.3737e+06,4.2752e+06,13.874,2009,103
-3.3779e+06,4.2645e+06,8.207,2009,82
-3.3845e+06,4.2186e+06,8.963,2009,72
-3.3803e+06,4.2746e+06,0.254,2009,82
-3.3785e+06,4.2116e+06,12.526,2009,74
-3.3826e+06,4.2163e+06,11.737,2009,74
-3.3922e+06,4.2374e+06,13.595,2009,76
-3.3852e+06,4.2252e+06,11.262,2009,75
-3.3847e+06,4.2284e+06,12.605,2009,76
-3.3642e+06,4.2179e+06,15.131,2009,87
-3.3752e+06,4.2664e+06,9.723,2009,82
-3.3648e+06,4.2628e+06,12.081,2009,98
-3.3863e+06,4.2312e+06,2.256,2009,76
-3.3773e+06,4.1418e+06,6.855,2009,20
-3.3833e+06,4.2407e+06,15.737,2009,81
-3.3906e+06,4.2099e+06,8.327,2009,72
-3.3753e+06,4.166e+06,2.374,2009,29
-3.3926e+06,4.1386e+06,4.035,2009,18
-3.3833e+06,4.2388e+06,4.689,2009,81
-3.3833e+06,4.2389e+06,4.619,2009,81
-3.3746e+06,4.2172e+06,16.688,2009,85
-3.3739e+06,4.2391e+06,4.103,2009,97
-3.3821e+06,4.2165e+06,13.357,2009,74
-3.3742e+06,4.2717e+06,13.539,2009,98
-3.384e+06,4.2423e+06,9.498,2009,81
-3.3734e+06,4.2708e+06,14.191,2009,98
-3.3872e+06,4.2443e+06,8.169,2009,81
-3.3966e+06,4.2172e+06,8.629,2009,69
-3.3645e+06,4.2657e+06,10.43,2009,98
-3.3965e+06,4.216e+06,9.679,2009,69
-3.3927e+06,4.2163e+06,8.765,2009,72
-3.3703e+06,4.2308e+06,12.778,2009,89
-3.3906e+06,4.2099e+06,8.125,2009,72
