-3372246.81534 4263808.67852 10.279 2.11348903984e+11 148.711473288 82.409961756 -20.0490746177 31.3572847071 20081105.03374643
-3357305.16165 4218289.80727 13.673 2.60015956317e+11 337.637222576 77.794630531 23.6620947691 29.4077389978 20081113.12532637
-3361900.93886 4264433.25624 13.403 8.70963589956e+11 145.058261221 82.9357991425 -5.48181154392 28.4140295878 20081114.22275807
-3374487.99308 4207617.36219 16.723 4.67735141287e+11 270.504604828 67.9190246046 178.742668354 27.1520880319 20081115.05215909
-3367800.58842 4199218.96324 15.345 7.58577575029e+11 104.680336697 64.370562166 -116.067422977 29.6542176325 20081127.10230659
-3374980.3287 4269655.05925 11.627 3.42767786546e+11 81.7804499694 88.1667831968 149.211639452 30.1156468263 20081128.04503187
-3363843.94057 4192772.71432 16.444 2.42661009508e+11 253.214606588 81.8347611668 166.736645892 26.6334330645 20081130.11052937
-3400647.13433 4275462.24617 7.856 5.01187233627e+11 325.943132024 62.7960936459 36.8207359304 30.3148225381 20081201.16465075
-3398614.00612 4272754.26544 2.496 1.99526231497e+12 248.902091632 68.7481802383 41.3669030295 34.445570584 20081201.20091803
-3373667.43833 4271391.67713 10.806 1.90546071796e+11 263.165452768 87.5324134408 -166.115010201 30.6531334403 20081201.20232823
-3379493.51485 4240050.08464 15.001 2.31739464997e+13 264.950898988 75.5827094033 -175.297428175 27.8759509916 20081202.16485960
-3373601.00266 4271419.67647 10.861 1.77827941004e+11 82.289941653 88.1134111244 153.582504217 30.4389827191 20081203.05290455
-3398819.40033 4272906.94075 3.254 6.02559586074e+12 94.3736496701 31.5290481947 61.6127323516 30.10475479 20081203.17563715
-3400411.4379 4275122.90765 7.66 4.57088189615e+12 196.21130911 19.9782977915 91.5356589328 30.7533473985 20081204.15492628
-3381882.46105 4212492.54787 19.152 1.84077200147e+11 69.0891789793 77.3915267266 151.545855348 30.8308289422 20081205.18580132
-3400671.04986 4275274.47867 7.782 6.53130552647e+13 32.7266732618 56.7429034908 84.4043772 32.2997805688 20081205.20292300
-3398821.87832 4272498.27329 2.39 1.1481536215e+12 168.764240121 39.2870890195 42.3399157675 33.6738458671 20081206.05285435
-3398776.30051 4272622.32547 2.722 1.1481536215e+12 225.560327304 43.2667760097 120.014220709 33.6229549886 20081206.09434232
-3366741.79002 4204334.31818 16.741 6.60693448008e+11 92.1178398042 77.9066815021 -140.989104537 32.3404754939 20081208.03461917
-3399016.62631 4272405.04955 2.804 9.44060876286e+12 215.664248125 38.896294068 95.0726317467 34.4007973768 20081208.15360308
-3379685.37857 4166899.61549 7.009 1.1481536215e+12 138.207100668 50.6187697243 13.0262957846 30.2370153856 20081208.17342019
-3369980.66987 4228954.39314 16.667 5.06990708275e+12 4.830857742 84.0544169791 -6.54524835324 28.0661404919 20081209.02390350
-3369987.77125 4228946.46427 16.653 4.51855944375e+11 276.317729765 82.1978190724 169.962944314 27.0521752497 20081210.06052705
-3399012.34413 4272655.09811 2.872 3.98107170553e+12 239.187458199 51.5593111548 132.180063201 34.1647942004 20081210.11352010
-3374306.14764 4207253.77676 15.82 6.83911647281e+11 272.191029444 74.3868288526 168.022417904 27.6621742046 20081221.04100869
-3374287.48552 4207258.57836 15.753 6.16595001861e+11 272.191029444 74.3868288526 168.022417904 27.6621742046 20081221.04100871
-3399204.26943 4272644.31408 3.24 8.70963589956e+11 241.022717623 52.654489428 135.726916233 33.4616154649 20081222.11382255
-3369665.61198 4265477.88201 11.502 4.67735141287e+11 221.595841081 72.1135749902 173.418206412 28.0918551963 20081224.17463007
-3371514.28681 4274961.87952 14.26 2.06538015581e+12 79.5088352889 80.7865157884 172.623520582 28.4916723574 20081229.05012841
-3395897.76737 4207155.01177 8.337 1.73780082875e+12 317.54670419 70.3009662718 -44.5656245808 32.4825516281 20090108.02433742
-3364467.54916 4200116.6991 16.678 2.60015956317e+11 357.074977424 48.9874682618 -18.8594441695 29.6798376627 20090108.13535889
-3349776.87504 4264076.94227 12.261 9.01571137606e+11 260.231217137 60.3532224102 -156.02854121 28.2311882673 20090114.10552978
-3372308.15801 4236161.65624 19.847 3.46736850453e+12 251.40967383 83.6127887417 -164.279985976 28.2456405969 20090114.16432487
-3369222.01456 4263571.07792 11.381 1.84077200147e+11 230.258639847 19.347222581 176.486961632 30.2110914631 20090117.13183313
-3353793.59256 4257447.68876 11.02 4.3651583224e+11 215.477654535 63.7363893688 127.712175806 29.673368453 20090119.14581828
-3385382.66482 4240843.15949 16.252 2.11348903984e+11 85.1047157546 63.2607791115 175.762684496 29.1913738893 20090124.13421056
-3370687.23328 4233387.266 14.538 2.88403150313e+11 338.104679509 62.0506950699 37.1416983034 29.3865969583 20090125.07110308
-3384211.94055 4216219.45975 12.73 3.71535229097e+12 252.81099428 63.7094695902 177.180726165 30.2349260817 20090208.06074199
-3372282.55847 4248604.30258 4.012 2.11348903984e+11 245.819806608 15.0992436363 -127.646576135 35.5689516017 20090211.02181483
-3361203.03023 4175467.45377 11.035 1.84077200147e+11 127.385727032 55.0080923191 -166.484004729 29.855044633 20090211.05280517
-3364181.54858 4217850.09876 15.131 1.23026877081e+12 258.031687327 59.5736918994 -160.751904918 27.8447798336 20090213.22244900
-3370270.5738 4230805.83635 12.778 1.03514216668e+12 338.013993786 75.7927074043 -32.3664004742 29.9882496898 20090219.13303067
-3396549.17233 4217221.30533 8.597 1.36458313659e+12 251.185801279 68.8949750321 131.812443678 28.0826439865 20090224.22503900
-3327442.90124 4242719.31111 20.607 1.05925372518e+14 72.2467891597 80.2186705286 176.707070022 29.8208795779 20090225.17592492
-3378852.56423 4163291.68356 4.507 3.31131121483e+11 139.68439064 50.6803700464 -27.1238476499 32.9637512927 20090225.21421548
-3351873.23525 4257972.60057 12.399 1.18850222744e+12 163.768420796 62.4873759721 36.783919788 31.3501386654 20090228.21125685
-3377997.61352 4211268.89812 10.869 2.42661009508e+11 255.922101736 71.6880917972 162.291947234 33.9525798568 20090303.08105304
-3375718.04815 4165311.01789 5.743 5.5590425727e+11 0.551987532018 77.177976747 15.9612659746 29.5304715479 20090316.17322355
-3385001.60167 4213556.44887 13.359 9.44060876286e+12 318.90783032 89.2430858145 34.6602357771 34.6076785143 20090324.13564728
-3367328.82953 4099117.94049 22.783 8.41395141645e+11 126.986242791 46.3066948517 -100.716692587 31.4678760182 20090330.13133461
-3373010.31324 4268370.58536 13.658 7.8523563461e+11 275.807135061 82.449222069 -137.507137072 27.6850810851 20090331.06073510
-3377422.21237 4263824.33209 10.593 7.32824533139e+11 277.106061896 79.9803639411 -120.793170495 29.8216806562 20090401.23030663
-3390637.84848 4209895.40738 7.726 9.12010839356e+12 251.332441096 57.4357883281 172.403471316 28.5475918543 20090403.12371259
-3358185.09723 4173458.74367 10.733 2.34422881532e+11 74.1333836329 58.1172384512 140.295875718 28.4600680367 20090413.01050993
-3395486.00751 4219132.4612 11.249 3.31131121483e+11 256.465775746 60.5403882296 -159.652881881 30.0261416988 20090416.11290558
-3370563.55278 4271576.77031 16.415 2.54097270555e+12 161.904889102 66.7327465092 20.6080315578 28.4129393106 20090417.19250401
-3383193.0572 4227769.45131 17.21 8.81048873008e+12 85.6712860908 83.53697032 174.518496521 28.5642908081 20090422.10193464
-3368445.72674 4227515.75958 17.906 5.18800038929e+11 149.134964121 84.9128993662 7.74832026952 29.611231553 20090422.12191309
-3377659.70903 4217312.3827 19.957 1.33352143216e+13 153.124167173 67.0753963987 9.25339756456 28.7735192651 20090427.18433117
-3383332.44672 4227814.06986 17.328 2.21309470961e+12 250.704991052 82.4062895486 173.688453807 28.9182322087 20090503.05265603
-3372993.61432 4185319.7683 15.174 8.12830516164e+11 94.155926275 86.9494588257 156.773358153 27.4343501319 20090503.13282889
-3339519.45972 4216759.43746 22.735 3.58921934645e+12 339.593441795 75.9454509459 17.1321247838 28.9449734746 20090503.13390922
-3381576.37266 4210062.59977 9.827 1.84077200147e+11 326.55619234 78.8042180284 -19.0186953644 29.6698682841 20090505.05514485
-3377470.63703 4209611.4879 17.242 1.07151930524e+12 13.3225186356 89.1180886455 -3.28756352366 31.1501065349 20090507.04474182
-3377418.19438 4209713.34988 17.196 1.04712854805e+13 2.7602084611 89.4085172795 28.8428085609 27.8331482795 20090507.17200289
-3369713.27021 4232205.14365 17.658 3.19889510969e+11 87.5458140659 48.1770310713 161.384758178 32.290437698 20090508.00512101
-3383669.28679 4227877.41371 17.644 2.34422881532e+11 238.913366661 80.9082046984 175.586551396 28.6842845054 20090508.01102171
-3383130.72934 4227776.28335 17.845 4.84172367584e+11 66.2891240243 89.2190798272 -173.748281757 29.3128550523 20090508.01143438
-3382997.199 4227814.55939 18.016 5.01187233627e+11 84.8975023948 84.7312668339 -173.675337958 28.878612604 20090508.05212014
-3335570.07592 4243145.99168 19.438 1.01157945426e+13 166.33115269 88.2661580071 6.88402432804 28.2894301374 20090513.08594017
-3383176.0561 4234639.15236 20.048 2.08929613085e+13 348.885477629 57.4574313436 -3.20825511436 26.3397413909 20090514.06543160
